Year,Adult Mortality,infant deaths,Alcohol,percentage expenditure,Hepatitis B,Measles,BMI,under-five deaths,Polio,Total expenditure,Diphtheria,HIV/AIDS,GDP,Population,thinness  1-19 years,thinness 5-9 years,Income composition of resources,Schooling,Country_Albania,Country_Algeria,Country_Angola,Country_Antigua and Barbuda,Country_Argentina,Country_Armenia,Country_Australia,Country_Austria,Country_Azerbaijan,Country_Bahamas,Country_Bahrain,Country_Bangladesh,Country_Barbados,Country_Belarus,Country_Belgium,Country_Belize,Country_Benin,Country_Bhutan,Country_Bolivia (Plurinational State of),Country_Other,Status_Developing
1.6269784336399213,0.7902380162040601,0.2675197745751836,-1.1602301465087257,-0.3361020409292499,-0.7867147916480367,-0.1109243151596389,-0.9666868719540969,0.2540605492829415,-3.280973047973965,0.9404026068033063,-0.7356136170488494,-0.3240545569126994,-0.4539150431181976,0.433887312194863,2.811294285599536,2.771446241443588,-0.7357566961197454,-0.5888565906853979,-0.07412493166611014,-0.07412493166611013,-0.07412493166611013,-0.07412493166611013,-0.07412493166611012,-0.07412493166611014,-0.07412493166611013,-0.07412493166611013,-0.07412493166611013,-0.07412493166611013,-0.07412493166611014,-0.07412493166611013,-0.07412493166611013,-0.07412493166611013,-0.07412493166611012,-0.07412493166611012,-0.07412493166611014,-0.07412493166611013,-0.07412493166611013,-2.8548204847240393,0.46034827011874874
1.4100479758212652,0.8546135301901625,0.2844553961216445,-1.1602301465087257,-0.33497475836978235,-0.9175013984430773,-0.1685696878553971,-0.9918702820806482,0.27273200050907664,-1.0541492671833335,0.9487864931487555,-0.8625112999270327,-0.3240545569126994,-0.45177914976678485,-0.18362142888084768,2.879494682755754,2.8160180860173667,-0.7503619910413974,-0.6195894005233152,-0.07412493166611014,-0.07412493166611013,-0.07412493166611013,-0.07412493166611013,-0.07412493166611012,-0.07412493166611014,-0.07412493166611013,-0.07412493166611013,-0.07412493166611013,-0.07412493166611013,-0.07412493166611014,-0.07412493166611013,-0.07412493166611013,-0.07412493166611013,-0.07412493166611012,-0.07412493166611012,-0.07412493166611014,-0.07412493166611013,-0.07412493166611013,-2.8548204847240393,0.46034827011874874
1.193117518002609,0.8304727124453741,0.30139101766810544,-1.1602301465087257,-0.3351276471460434,-0.8303103272463837,-0.17396849919548324,-1.0170536922071998,0.29140345173521187,-0.8828551301994386,0.9278267772851325,-0.7779128446749105,-0.3240545569126994,-0.4503484415906357,0.39683177356609733,2.9249616141932324,2.860589930591146,-0.7795725808847018,-0.6503222103612325,-0.07412493166611014,-0.07412493166611013,-0.07412493166611013,-0.07412493166611013,-0.07412493166611012,-0.07412493166611014,-0.07412493166611013,-0.07412493166611013,-0.07412493166611013,-0.07412493166611013,-0.07412493166611014,-0.07412493166611013,-0.07412493166611013,-0.07412493166611013,-0.07412493166611012,-0.07412493166611012,-0.07412493166611014,-0.07412493166611013,-0.07412493166611013,-2.8548204847240393,0.46034827011874874
0.9761870601839528,0.8626604694384253,0.32679444998779683,-1.1602301465087257,-0.3326334262880704,-0.699523720451343,0.031273409330048664,-1.042237102333751,0.31629872003672543,-0.6687374589695703,1.0913125610213952,-0.6510151617967272,-0.3240545569126994,-0.4474782299913812,-0.1213440601365224,2.970428545630711,2.927447697451815,-0.8136516023685566,-0.6810550201991499,-0.07412493166611014,-0.07412493166611013,-0.07412493166611013,-0.07412493166611013,-0.07412493166611012,-0.07412493166611014,-0.07412493166611013,-0.07412493166611013,-0.07412493166611013,-0.07412493166611013,-0.07412493166611014,-0.07412493166611013,-0.07412493166611013,-0.07412493166611013,-0.07412493166611012,-0.07412493166611012,-0.07412493166611014,-0.07412493166611013,-0.07412493166611013,-2.8548204847240393,0.46034827011874874
0.7592566023652966,0.8868012871832138,0.3437300715342578,-1.1602301465087257,-0.3683449918909534,-0.6559281848529962,0.05095294744068515,-1.0623838304349924,0.34119398833823905,-0.6259139247235965,0.8188362547942901,-0.6087159341706662,-0.3240545569126994,-0.49302587489327,-0.1346217436998305,3.038628942786929,2.972019542025594,-0.8574674871335132,-0.7732534497129024,-0.07412493166611014,-0.07412493166611013,-0.07412493166611013,-0.07412493166611013,-0.07412493166611012,-0.07412493166611014,-0.07412493166611013,-0.07412493166611013,-0.07412493166611013,-0.07412493166611013,-0.07412493166611014,-0.07412493166611013,-0.07412493166611013,-0.07412493166611013,-0.07412493166611012,-0.07412493166611012,-0.07412493166611014,-0.07412493166611013,-0.07412493166611013,-2.8548204847240393,0.46034827011874874
0.5423261445466404,0.918989044176265,0.36913350385394916,-1.1602301465087257,-0.3318823165097576,-0.7431192560496899,-0.03821451727299523,-1.0875672405615437,0.37231307371513106,-0.7115609932155439,1.3763646967666745,-0.6933143894227883,-0.3240545569126994,-0.4562381802921857,-0.1363856471211193,3.0840958742244076,3.016591386599373,-0.8866780769768174,-0.865451879226655,-0.07412493166611014,-0.07412493166611013,-0.07412493166611013,-0.07412493166611013,-0.07412493166611012,-0.07412493166611014,-0.07412493166611013,-0.07412493166611013,-0.07412493166611013,-0.07412493166611013,-0.07412493166611014,-0.07412493166611013,-0.07412493166611013,-0.07412493166611013,-0.07412493166611012,-0.07412493166611012,-0.07412493166611014,-0.07412493166611013,-0.07412493166611013,-2.8548204847240393,0.46034827011874874
0.32539568672798425,0.9350829226727906,0.39453693617364055,-1.1602301465087257,-0.34339505579706586,-0.8739058628447305,0.037717151897248224,-1.112750650688095,0.3972083420166447,-0.840031595953465,1.468587446566618,-0.8202120723009716,-0.3240545569126994,-0.4643075483893215,-0.18442085241670736,3.129562805661887,3.0834491534600423,-0.9548361199445277,-0.957650308740407,-0.07412493166611014,-0.07412493166611013,-0.07412493166611013,-0.07412493166611013,-0.07412493166611012,-0.07412493166611014,-0.07412493166611013,-0.07412493166611013,-0.07412493166611013,-0.07412493166611013,-0.07412493166611014,-0.07412493166611013,-0.07412493166611013,-0.07412493166611013,-0.07412493166611012,-0.07412493166611012,-0.07412493166611014,-0.07412493166611013,-0.07412493166611013,-2.8548204847240393,0.46034827011874874
0.10846522890932808,0.9833645581623675,0.41994036849333194,-1.1551281906814053,-0.3589122051035944,-0.8303103272463837,-0.07217478215418209,-1.1379340608146467,0.42210361031815824,-0.7972080617074913,1.011665640739626,-0.7779128446749105,-0.3240545569126994,-0.4697553575221037,-0.1392272040032475,3.1750297370993654,3.128020998033821,-0.9597045515850784,-1.019115928416242,-0.07412493166611014,-0.07412493166611013,-0.07412493166611013,-0.07412493166611013,-0.07412493166611012,-0.07412493166611014,-0.07412493166611013,-0.07412493166611013,-0.07412493166611013,-0.07412493166611013,-0.07412493166611014,-0.07412493166611013,-0.07412493166611013,-0.07412493166611013,-0.07412493166611012,-0.07412493166611012,-0.07412493166611014,-0.07412493166611013,-0.07412493166611013,-2.8548204847240393,0.46034827011874874
-0.10846522890932808,1.04774007214847,0.4368759900397928,-1.1576791685950656,-0.36642945622635753,-0.8739058628447305,-0.11205632398901179,-1.163117470941198,0.44077506154429347,-0.840031595953465,0.3409547331036748,-0.8202120723009716,-0.3240545569126994,-0.47002014029442163,0.30229134107032535,3.220496668536844,3.1725928426076013,-1.0473363211149913,-1.1113143579299942,-0.07412493166611014,-0.07412493166611013,-0.07412493166611013,-0.07412493166611013,-0.07412493166611012,-0.07412493166611014,-0.07412493166611013,-0.07412493166611013,-0.07412493166611013,-0.07412493166611013,-0.07412493166611014,-0.07412493166611013,-0.07412493166611013,-0.07412493166611013,-0.07412493166611012,-0.07412493166611012,-0.07412493166611014,-0.07412493166611013,-0.07412493166611013,-2.8548204847240393,0.46034827011874874
-0.32539568672798425,1.04774007214847,0.45381161158625377,-1.1551281906814053,-0.36328397691588865,-0.8303103272463837,-0.03812743967073577,-1.1883008810677493,0.45944651277042864,-1.0541492671833335,0.6343907551944032,-1.0317082104312771,-0.3240545569126994,-0.4773261308205225,-0.1418164631057987,3.2659635999743224,3.21716468718138,-1.0960206375204984,-1.2035127874437468,-0.07412493166611014,-0.07412493166611013,-0.07412493166611013,-0.07412493166611013,-0.07412493166611012,-0.07412493166611014,-0.07412493166611013,-0.07412493166611013,-0.07412493166611013,-0.07412493166611013,-0.07412493166611014,-0.07412493166611013,-0.07412493166611013,-0.07412493166611013,-0.07412493166611012,-0.07412493166611012,-0.07412493166611014,-0.07412493166611013,-0.07412493166611013,-2.8548204847240393,0.46034827011874874
